"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
1,-0.0332161997427413,-0.0566396533069517,0.105990688969841,-0.000650439250122456,0.0799068189289664,0.190320630279274,-0.126424023988046,0.224194289367999,0.036178699434091,0.0689816016670228,0.156365790648271,0.0287760842594334,-0.0181368088745697,0.185921170811473,0.0668896999087549,0.0914877840891036,0.429743438837098,0.190923091904075,0.129066755557053,-0.215896250297524,0.0122146350537178,-0.064714490644061,0.257530439517239,-0.0118293046369939,-0.142668076632065,-0.204722588760951,-0.11409195796671,0.174115564230951,0.152689977871368,-0.061824195440962,0.0354282407339277,-0.0414924846275346,0.0335646291030303,-0.226985595717559,0.19803231544273,-0.115757042419005,0.0727180738241611,0.131374204680549,0.34290151780201,-0.041510757795864,0.303236099831709,0.041488744069835,0.225001242116128,0.0338761620162201,0.0794057036574427,-0.202767595273148,-0.012202576604265,0.0145695624020621,-0.215640389316334
-0.0332161997427413,1,0.0390933877961832,0.19148708739068,0.0762891683886255,0.385537546286669,0.171598383127927,-0.0391819125639678,-0.0104633690078335,0.0157989678586468,-0.385042541879271,-0.12322001286674,0.327633338310434,0.449741521937116,-0.140512254907634,-0.347076156589851,-0.236035813737583,0.0335607997214139,-0.313360039504702,0.0654423496812297,0.0742789560494663,-0.288036288622021,-0.268511270506307,-0.0859150610816741,0.212474095633357,-0.310983588276774,-0.284971317336134,0.298074256321491,0.160555842594109,0.401209766037392,-0.161656048827096,-0.0152519973005781,-0.324684262324799,-0.0458934680467887,-0.0699539392295365,0.0412558409237002,0.0696953533418389,0.301750104732584,0.17129816782804,0.0966778651926028,0.287674050055991,-0.139555520187483,-0.226704639947305,0.249880616047162,0.0435942022332427,-0.351401739968836,-0.261825198528542,0.457699498429909,-0.215993523325503,-0.167970617012394
-0.0566396533069517,0.0390933877961832,1,0.247141446052454,-0.0973143229340574,0.0327456284469453,0.519882889847597,-0.173949832185834,-0.0895643636224253,0.371070162601862,0.244599783103957,0.293895477802612,0.0540878848250319,0.0306664075814208,0.500095889993469,0.124584854687885,-0.0882258065638513,0.130723054419612,0.127083521876549,0.0396039749338141,0.0300645925508183,-0.12734341519945,0.0896253025675204,-0.00654950151783722,0.141307746193508,-0.0669009056778914,0.00292808832343824,0.0994843171876173,-0.0119072191982759,0.0112803671039289,0.262240468763797,0.0761192594044305,-0.169782310522237,0.338694731193725,0.269701680145444,0.15566547548144,0.316704753029462,0.41884610749433,0.467699939437995,0.14746107343268,0.142402893752718,0.30513640648618,0.0570907042217133,-0.0124336701050802,0.234662416363301,-0.104507153164633,-0.0665475452274482,-0.0316640897838966,-0.0113890665496066,0.0486354110685192
0.105990688969841,0.19148708739068,0.247141446052454,1,0.0500996481123857,0.0903090132409128,0.317061504439672,-0.0476333587026927,0.135800662805016,0.387416902802258,-0.063764520916056,0.0172593728440875,-0.0128231651773879,-0.18939309802772,0.103267520986011,0.124402367952043,0.0414772320763381,-0.122421026772473,0.255104404965059,0.200198856189829,0.0450078448648966,-0.219634322072627,-0.111244953204581,0.15901881193991,0.21079101872102,-0.0402468310458196,0.0966578838127919,0.0765318618635239,0.0672804854297804,-0.275477681977228,0.0559309749727922,0.0437315839199768,-0.29747681693886,0.238192955676126,0.0485736507976654,0.147437367463512,0.149830490717192,0.428172578160932,0.374800449369101,0.252739690403312,0.231045722077459,0.118652298472603,-0.043748495868007,0.0263275517277328,0.3112189027044,-0.0398535085854426,-0.0139709488109752,-0.108809255016585,0.114562361742767,-0.0117995421266681
-0.000650439250122455,0.0762891683886255,-0.0973143229340574,0.0500996481123857,1,0.125528032014059,-0.236545139467904,0.305770652007891,0.124721932862738,-0.138587661058078,0.191239377507688,-0.308548260141145,0.0924814106346175,0.328803708171836,-0.0204925029904017,-0.053367272004167,0.184430946726056,0.175499177731117,-0.132739556224407,-0.0402161905572287,0.452062278786193,-0.176933641911369,0.16717385407546,0.138239451994056,-0.125139677121758,-0.03336701142871,-0.196958014569583,-0.0325399315700993,0.210713543825431,0.306657310119578,-0.197378318484704,-0.0102332467363606,-0.0209878693733306,-0.200804952830224,0.318564867437159,0.107485352212941,-0.0542338008825722,-0.0385633369210713,0.0980006893345171,-0.234662162262839,0.58998639449065,-0.119864238106363,0.0449042941223574,0.142069930454671,-0.288730232361496,-0.24522861590041,-0.333211952103397,-0.021306190133124,0.170711503827863,0.407147089555923
0.0799068189289664,0.385537546286669,0.0327456284469453,0.0903090132409128,0.125528032014059,1,-0.0489667468454211,0.0274896687842226,0.0780788278044932,-0.101474515810488,-0.215266671256897,-0.241333319246665,0.229715927035471,0.245342575969365,0.0660005860220673,0.0723540550075443,0.0961064802646212,0.0732209364923014,-0.00694733023913844,0.5036251780008,0.0882194603486999,-0.177909879496604,-0.0580654153627449,0.367355848308029,0.236846764837366,-0.115954526745049,-0.313672683524787,0.15221383664709,-0.0539599091234583,0.322447788127281,-0.320101802019088,-0.194842939231575,-0.134906001540027,-0.120539707662486,0.0342737635719821,-0.0338773346585349,0.153057983291098,0.121066480500264,0.207534906587017,-0.0531552890402758,0.40491221432074,-0.0337793927514118,-0.0827585851223337,0.188507357235529,-0.0523247839970072,-0.375718747470618,-0.233013572268523,0.272821037429804,-0.201919690446868,-0.180606646984231
0.190320630279274,0.171598383127927,0.519882889847597,0.317061504439672,-0.236545139467904,-0.0489667468454211,1,-0.194904137956265,0.319688228317494,0.35308269875096,0.291768699504525,0.331951649947462,-0.206072599098034,-0.0700221077334551,0.279612786805093,0.201809987717404,0.119359096713336,-0.0722384645771055,0.380856430674735,0.143646380169837,-0.0617718738953176,0.0226094885512226,-0.0649684055156652,0.226866401778981,0.16396497173046,0.0589255592337835,0.185540001311553,0.3213630185676,0.0599624410850172,0.0396308016785507,0.263899331667843,0.0974093552313173,-0.113759506257875,0.488000105153539,0.179093877525971,0.12833024735579,0.273001364996873,0.526916203078717,0.489917231555106,0.118864359292393,0.0218384389476902,0.523218367987409,0.125990092184829,0.0243474128588623,0.36593365031519,-0.0132170295117814,0.0162153328497429,-0.0164679458361437,0.209636722403739,0.0701380738492581
-0.126424023988046,-0.0391819125639678,-0.173949832185834,-0.0476333587026927,0.305770652007891,0.0274896687842226,-0.194904137956265,1,-0.269820142891496,-0.17344673252356,0.0512481086621021,-0.274190849492003,0.061791197205062,0.0902353848441243,-0.220922516269851,0.359825346438192,0.348809297631762,0.0976506675383502,-0.230106727369238,0.0865931884433261,0.560369843135469,0.0396095865825221,0.31123121515506,0.0569397737963254,-0.0190798402611147,-0.109094744650325,-0.145494486172202,0.00147635950179034,-0.0103435539613297,0.102498372576017,-0.010330579760879,0.103760239649245,0.114165255027669,-0.247707082853341,-0.277636299003659,0.00981926054175344,-0.257078025373108,0.0154457828117694,0.0917825014549858,0.0434097101401008,0.302658073941454,0.0465857943946053,0.360835298308754,-0.0601650489232066,-0.235098658032775,-0.288473911007566,-0.113476491998305,-0.0161421734964514,0.232584851909443,0.274916253598244
0.224194289367999,-0.0104633690078335,-0.0895643636224253,0.135800662805016,0.124721932862738,0.0780788278044932,0.319688228317494,-0.269820142891496,1,0.0659437500891957,-0.102203753231886,-0.0725592478493765,-0.196835226413222,0.0217783228383887,0.173992871970525,0.0143811471518208,0.395103835975982,-0.0060657297514584,0.196606643664559,0.208389196191597,-0.0759000523133873,0.0307317815409659,-0.392034655656803,0.143142587794854,-0.146939520496295,0.113581863778233,0.243220584223741,-0.0403668753241816,-0.102250998382518,-0.0227368126039405,-0.124778277889863,-0.112469580703697,-0.0246179330724267,0.0199201000502366,0.0936339649164012,0.10512656858668,-0.00451309010679927,0.000596661512822056,0.0658040816346207,0.13034210859586,0.170250298742308,0.126951136606707,-0.134537741177145,0.178897427885853,0.101226386036569,0.10903733075272,-0.0507511595985477,-0.0928290150024142,0.247770524110909,0.100857605122427
0.036178699434091,0.0157989678586468,0.371070162601862,0.387416902802258,-0.138587661058078,-0.101474515810488,0.35308269875096,-0.17344673252356,0.0659437500891957,1,0.250814859445117,0.233957351680394,-0.235394248729014,-0.291134411026953,0.146277780167424,0.221389441737088,0.000937494640903552,-0.150819478300887,0.130315838861714,0.0157211312278014,-0.210600654281935,0.187714050045446,-0.0611189820866202,-0.193661396828456,0.140747066337691,0.0749419348818768,0.31349832389908,0.189658206888775,0.258964913571312,-0.146311862497566,0.246951176784701,0.0215445023553515,-0.0922685528655145,0.148157269281605,0.30700886187335,0.421455825660036,-0.037015735098194,0.355989250668047,0.315811044786551,0.177210073227472,-0.0965589931866116,0.213157438019912,0.0183617050964945,0.0234895258242069,0.394586696527793,0.364810937684656,0.0230001210396748,0.0814317907802757,0.222142143962125,0.177343483471339
